No.,timestamp,src_ip,dst_ip,protocol,packet_len,info,label
1,0.0,127.0.0.1,127.0.0.1,TCP,56,50853  >  1042 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM,HTTP_Flood
2,5.3e-05,127.0.0.1,127.0.0.1,TCP,56,"1042  >  50853 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM",HTTP_Flood
3,7.9e-05,127.0.0.1,127.0.0.1,TCP,44,50853  >  1042 [ACK] Seq=1 Ack=1 Win=2619648 Len=0,HTTP_Flood
4,0.000112,127.0.0.1,127.0.0.1,HTTP,334,"GET /alert?msg=<?xml%20version=""1.0""%20encoding=""UTF-8""%20standalone=""no""?><root><device_type%20key=""1""><device%20key=""6215""><cmd>001</cmd><col>16</col><row>0</row><state>1</state><profile_index>1</profile_index></device></device_type></root> HTTP/1.1 ",HTTP_Flood
5,0.000122,127.0.0.1,127.0.0.1,TCP,44,1042  >  50853 [ACK] Seq=1 Ack=291 Win=2619648 Len=0,HTTP_Flood
6,0.002307,127.0.0.1,127.0.0.1,TCP,265,"1042  >  57540 [PSH, ACK] Seq=1 Ack=1 Win=10232 Len=221",HTTP_Flood
7,0.002334,127.0.0.1,127.0.0.1,TCP,44,57540  >  1042 [ACK] Seq=1 Ack=222 Win=10163 Len=0,HTTP_Flood
8,0.002437,127.0.0.1,127.0.0.1,HTTP,1152,HTTP/1.1 200 OK ,HTTP_Flood
9,0.002454,127.0.0.1,127.0.0.1,TCP,44,50853  >  1042 [ACK] Seq=291 Ack=1109 Win=2618624 Len=0,HTTP_Flood
10,0.002543,127.0.0.1,127.0.0.1,TCP,44,"50853  >  1042 [FIN, ACK] Seq=291 Ack=1109 Win=2618624 Len=0",HTTP_Flood
11,0.00256,127.0.0.1,127.0.0.1,TCP,44,1042  >  50853 [ACK] Seq=1109 Ack=292 Win=2619648 Len=0,HTTP_Flood
12,0.002644,127.0.0.1,127.0.0.1,TCP,44,"1042  >  50853 [FIN, ACK] Seq=1109 Ack=292 Win=2619648 Len=0",HTTP_Flood
13,0.002664,127.0.0.1,127.0.0.1,TCP,44,50853  >  1042 [ACK] Seq=292 Ack=1110 Win=2618624 Len=0,HTTP_Flood
14,0.065993,127.0.0.1,127.0.0.1,TCP,56,50854  >  1042 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM,HTTP_Flood
15,0.066054,127.0.0.1,127.0.0.1,TCP,56,"1042  >  50854 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM",HTTP_Flood
16,0.066083,127.0.0.1,127.0.0.1,TCP,44,50854  >  1042 [ACK] Seq=1 Ack=1 Win=2619648 Len=0,HTTP_Flood
